Scenario,Watershed,LocationType,BMPType,SubArea,Year,Soil moisture onsite,ET onsite,Groundwater recharge onsite,Runoff onsite,TSS onsite,DN onsite,PN onsite,TN onsite,DP onsite,PP onsite,TP onsite,Soil carbon onsite,Biodiversity onsite,Runoff offsite,TSS offsite,DN offsite,PN offsite,TN offsite,DP offsite,PP offsite,TP offsite,BMP cost
Conventional,Sample watershed,SubArea,GWW_VFST,29,2004,2.6,2.53,2.5,-7.35,-20.6,-7.76,-15.52,-10.86,-8.32,-15.52,-13.14,7.6,20.8,-0.45,-1.25,-0.47,-0.94,-0.66,-0.51,-0.94,-0.8,140.63
Existing,Sample watershed,SubArea,GWW_VFST,29,2004,2.43,2.58,2.53,-7,-19,-7.84,-16.8,-11.42,-7.92,-16.16,-13.44,8.32,19,-0.43,-1.15,-0.48,-1.02,-0.69,-0.48,-0.98,-0.82,142.17
Conventional,Sample watershed,SubArea,GWW_VFST,29,2005,2.5,2.53,2.38,-7.35,-20.8,-8.24,-16.64,-11.6,-8.24,-16.48,-13.76,8,19.8,-0.45,-1.26,-0.5,-1.01,-0.71,-0.5,-1,-0.84,190.72
Existing,Sample watershed,SubArea,GWW_VFST,29,2005,2.53,2.38,2.5,-6.93,-19.4,-8.24,-16.8,-11.66,-8.16,-16.64,-13.84,7.84,20.4,-0.42,-1.18,-0.5,-1.02,-0.71,-0.5,-1.01,-0.84,166.6
Conventional,Sample watershed,SubArea,GWW_VFST,29,2006,2.55,2.58,2.55,-7.35,-20.6,-8,-15.36,-10.94,-8.16,-16.64,-13.84,7.6,19.6,-0.45,-1.25,-0.49,-0.93,-0.67,-0.5,-1.01,-0.84,141.36
Existing,Sample watershed,SubArea,GWW_VFST,29,2006,2.58,2.63,2.4,-7.35,-19,-7.6,-15.36,-10.7,-7.76,-16.16,-13.39,8.4,19.6,-0.45,-1.15,-0.46,-0.93,-0.65,-0.47,-0.98,-0.81,156.26
Conventional,Sample watershed,SubArea,GWW_VFST,29,2007,2.45,2.63,2.6,-6.79,-20.4,-8.24,-15.52,-11.15,-8.08,-15.36,-12.96,7.6,20.6,-0.41,-1.24,-0.5,-0.94,-0.68,-0.49,-0.93,-0.79,155.96
Existing,Sample watershed,SubArea,GWW_VFST,29,2007,2.55,2.53,2.6,-7.28,-20,-8.08,-15.36,-10.99,-7.68,-16.16,-13.36,8.32,19.2,-0.44,-1.22,-0.49,-0.93,-0.67,-0.47,-0.98,-0.81,152.7
Conventional,Sample watershed,SubArea,GWW_VFST,29,2008,2.43,2.53,2.53,-6.86,-19.8,-7.92,-16.8,-11.47,-7.76,-16.48,-13.6,7.6,19.4,-0.42,-1.2,-0.48,-1.02,-0.7,-0.47,-1,-0.83,135.61
Existing,Sample watershed,SubArea,GWW_VFST,29,2008,2.43,2.58,2.5,-7.07,-19.8,-7.68,-16.64,-11.26,-8.4,-16.8,-14.03,7.68,19.2,-0.43,-1.2,-0.47,-1.01,-0.68,-0.51,-1.02,-0.85,192.72
Conventional,Sample watershed,SubArea,GWW_VFST,29,2009,2.6,2.45,2.45,-6.93,-20,-7.92,-15.2,-10.83,-8.32,-16.48,-13.79,8.16,20.6,-0.42,-1.22,-0.48,-0.92,-0.66,-0.51,-1,-0.84,177.68
Existing,Sample watershed,SubArea,GWW_VFST,29,2009,2.43,2.43,2.58,-7.21,-19.2,-8.4,-16.32,-11.57,-7.84,-16,-13.31,8.24,19.2,-0.44,-1.17,-0.51,-0.99,-0.7,-0.48,-0.97,-0.81,194.14
Conventional,Sample watershed,SubArea,GWW_VFST,29,2010,2.55,2.43,2.58,-6.79,-19,-8.24,-16.32,-11.47,-7.68,-15.84,-13.15,7.76,21,-0.41,-1.15,-0.5,-0.99,-0.7,-0.47,-0.96,-0.8,135.87
Existing,Sample watershed,SubArea,GWW_VFST,29,2010,2.38,2.5,2.6,-6.93,-19.4,-8.16,-15.52,-11.1,-8.32,-16.64,-13.89,8.16,21,-0.42,-1.18,-0.5,-0.94,-0.68,-0.51,-1.01,-0.84,143.59
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2001,2.63,2.43,2.45,-6.93,-20.4,-10,-18.54,-13.42,-10.5,-17.64,-15.28,10.4,19,-0.42,-1.24,-0.61,-1.13,-0.82,-0.64,-1.07,-0.93,148.65
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2001,2.45,2.43,2.63,-7.07,-19.6,-10.4,-18.9,-13.8,-10.3,-18.36,-15.7,10.5,20.4,-0.43,-1.19,-0.63,-1.15,-0.84,-0.63,-1.12,-0.95,221.42
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2002,2.5,2.53,2.6,-7.28,-20,-9.8,-17.1,-12.72,-10.3,-18.54,-15.82,10.4,19.8,-0.44,-1.22,-0.6,-1.04,-0.77,-0.63,-1.13,-0.96,201.96
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2002,2.5,2.58,2.63,-7.35,-20.4,-9.8,-18.9,-13.44,-9.9,-18.72,-15.81,10,20.8,-0.45,-1.24,-0.6,-1.15,-0.82,-0.6,-1.14,-0.96,226.81
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2003,2.53,2.6,2.6,-6.93,-19.6,-9.9,-17.46,-12.92,-10.2,-17.1,-14.82,10.5,20,-0.42,-1.19,-0.6,-1.06,-0.79,-0.62,-1.04,-0.9,149.58
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2003,2.43,2.6,2.63,-7.28,-20.2,-10.3,-17.1,-13.02,-10.3,-18.36,-15.7,10.4,19,-0.44,-1.23,-0.63,-1.04,-0.79,-0.63,-1.12,-0.95,223.33
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2004,2.6,2.6,2.58,-7.21,-20.4,-10.5,-18.9,-13.86,-9.9,-18,-15.33,9.5,20.8,-0.44,-1.24,-0.64,-1.15,-0.84,-0.6,-1.09,-0.93,191.93
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2004,2.4,2.45,2.5,-7.21,-20.8,-9.8,-17.1,-12.72,-9.9,-17.82,-15.21,10.1,19.6,-0.44,-1.26,-0.6,-1.04,-0.77,-0.6,-1.08,-0.92,190.42
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2005,2.53,2.63,2.5,-7.21,-19.4,-9.6,-18.9,-13.32,-10.5,-18.54,-15.89,10.3,19.2,-0.44,-1.18,-0.58,-1.15,-0.81,-0.64,-1.13,-0.97,222.12
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2005,2.58,2.58,2.55,-6.86,-19.6,-9.8,-18.9,-13.44,-10.4,-18.72,-15.97,10.5,20.6,-0.42,-1.19,-0.6,-1.15,-0.82,-0.63,-1.14,-0.97,186.45
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2006,2.43,2.45,2.48,-7.28,-19.8,-10,-18,-13.2,-10.5,-17.64,-15.28,10.5,21,-0.44,-1.2,-0.61,-1.09,-0.8,-0.64,-1.07,-0.93,169.09
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2006,2.53,2.55,2.58,-6.72,-20.4,-10.5,-18,-13.5,-10.1,-17.46,-15.03,10.1,19.2,-0.41,-1.24,-0.64,-1.09,-0.82,-0.61,-1.06,-0.91,168.13
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2007,2.4,2.58,2.45,-7.35,-21,-10.4,-18.72,-13.73,-9.7,-18.54,-15.62,9.5,19.4,-0.45,-1.28,-0.63,-1.14,-0.83,-0.59,-1.13,-0.95,224.13
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2007,2.38,2.5,2.55,-6.72,-19,-9.5,-18.36,-13.04,-10.3,-17.28,-14.98,10.3,19.2,-0.41,-1.15,-0.58,-1.12,-0.79,-0.63,-1.05,-0.91,176.62
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2008,2.4,2.48,2.58,-6.65,-19.8,-10.1,-18,-13.26,-10.2,-17.82,-15.31,9.5,19.6,-0.4,-1.2,-0.61,-1.09,-0.81,-0.62,-1.08,-0.93,165.61
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2008,2.43,2.48,2.6,-6.93,-20.2,-9.7,-17.28,-12.73,-9.7,-18.36,-15.5,9.8,20.8,-0.42,-1.23,-0.59,-1.05,-0.77,-0.59,-1.12,-0.94,175.28
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2009,2.53,2.63,2.48,-7.35,-19,-9.9,-17.1,-12.78,-9.6,-17.82,-15.11,10.5,20.8,-0.45,-1.15,-0.6,-1.04,-0.78,-0.58,-1.08,-0.92,146.94
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2009,2.38,2.43,2.58,-6.65,-20.8,-9.7,-17.64,-12.88,-9.6,-17.82,-15.11,9.5,20.6,-0.4,-1.26,-0.59,-1.07,-0.78,-0.58,-1.08,-0.92,146.94
Conventional,Sample watershed,SubArea,GWW_VFST_MI48H,29,2010,2.55,2.53,2.4,-7.21,-19,-10.5,-18.36,-13.64,-10.2,-18.36,-15.67,9.5,19.2,-0.44,-1.15,-0.64,-1.12,-0.83,-0.62,-1.12,-0.95,173.34
Existing,Sample watershed,SubArea,GWW_VFST_MI48H,29,2010,2.63,2.38,2.48,-7.07,-19,-9.8,-17.46,-12.86,-10.4,-17.64,-15.25,10.5,19,-0.43,-1.15,-0.6,-1.06,-0.78,-0.63,-1.07,-0.93,213.23
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2001,3,2.88,2.85,-7.28,-22,-11.64,-17.46,-13.97,-12.48,-18.72,-16.66,11.52,23.52,-0.12,-0.36,-0.19,-0.28,-0.23,-0.2,-0.3,-0.27,45.42
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2001,3,2.85,3.09,-7.73,-21.12,-11.64,-17.82,-14.11,-12.36,-18.54,-16.5,11.76,22.8,-0.13,-0.34,-0.19,-0.29,-0.23,-0.2,-0.3,-0.27,43.91
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2002,3.03,3.15,3.15,-7.28,-22.44,-11.88,-17.64,-14.18,-11.64,-18.54,-16.26,12.6,24.48,-0.12,-0.36,-0.19,-0.29,-0.23,-0.19,-0.3,-0.26,57.01
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2002,3,2.85,2.94,-7.43,-22.22,-12.6,-17.1,-14.4,-12.24,-17.64,-15.86,12,24.72,-0.12,-0.36,-0.2,-0.28,-0.23,-0.2,-0.29,-0.26,49.92
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2003,2.91,2.97,3.12,-7.73,-21.56,-12,-17.64,-14.26,-11.64,-18,-15.9,12.24,23.52,-0.13,-0.35,-0.19,-0.29,-0.23,-0.19,-0.29,-0.26,61.93
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2003,2.91,2.85,3.15,-7.2,-22.44,-12.12,-18.9,-14.83,-12,-17.82,-15.9,11.64,24,-0.12,-0.36,-0.2,-0.31,-0.24,-0.19,-0.29,-0.26,44.89
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2004,3.03,3.12,2.85,-7.2,-20.9,-12.24,-17.46,-14.33,-11.88,-18,-15.98,11.76,24,-0.12,-0.34,-0.2,-0.28,-0.23,-0.19,-0.29,-0.26,49.27
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2004,3.15,3.12,3.03,-7.5,-20.9,-11.88,-18.9,-14.69,-12,-17.46,-15.66,12.12,23.28,-0.12,-0.34,-0.19,-0.31,-0.24,-0.19,-0.28,-0.25,45.23
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2005,3.15,2.85,3.06,-7.2,-22.88,-11.76,-18.72,-14.54,-12.24,-18.72,-16.58,12.36,22.8,-0.12,-0.37,-0.19,-0.3,-0.24,-0.2,-0.3,-0.27,54.89
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2005,3.12,3.12,2.94,-7.13,-21.34,-12.36,-17.46,-14.4,-12,-18.72,-16.5,12.12,24.24,-0.12,-0.35,-0.2,-0.28,-0.23,-0.19,-0.3,-0.27,62.66
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2006,2.94,3.12,3.15,-7.28,-21.34,-11.88,-17.64,-14.18,-12.36,-18.36,-16.38,12.6,22.8,-0.12,-0.35,-0.19,-0.29,-0.23,-0.2,-0.3,-0.27,63.26
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2006,3,3,3.12,-7.88,-21.78,-11.52,-18.72,-14.4,-11.52,-17.46,-15.5,11.76,23.04,-0.13,-0.35,-0.19,-0.3,-0.23,-0.19,-0.28,-0.25,55.34
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2007,2.97,3.15,3.09,-7.43,-21.12,-12.12,-17.46,-14.26,-12.48,-17.82,-16.06,11.4,24.72,-0.12,-0.34,-0.2,-0.28,-0.23,-0.2,-0.29,-0.26,45.86
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2007,3.15,3.12,2.88,-7.2,-21.12,-11.4,-17.28,-13.75,-12.48,-18.72,-16.66,12.24,23.28,-0.12,-0.34,-0.18,-0.28,-0.22,-0.2,-0.3,-0.27,51.37
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2008,2.94,3.06,3.06,-7.5,-21.78,-11.88,-17.82,-14.26,-11.52,-18,-15.86,12.6,23.76,-0.12,-0.35,-0.19,-0.29,-0.23,-0.19,-0.29,-0.26,58.17
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2008,3.09,3,2.85,-7.28,-21.34,-12.48,-18.18,-14.76,-11.52,-18.72,-16.34,11.88,24,-0.12,-0.35,-0.2,-0.3,-0.24,-0.19,-0.3,-0.27,63.65
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2009,3.03,2.88,3.12,-7.28,-22.44,-12,-18.36,-14.54,-11.64,-17.64,-15.66,12,24,-0.12,-0.36,-0.19,-0.3,-0.24,-0.19,-0.29,-0.25,60.48
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2009,2.97,2.85,3.03,-7.13,-22.88,-11.52,-18.36,-14.26,-11.88,-18,-15.98,11.64,23.04,-0.12,-0.37,-0.19,-0.3,-0.23,-0.19,-0.29,-0.26,47.2
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2010,3.12,2.97,2.97,-7.8,-20.9,-11.88,-18.18,-14.4,-12.48,-18.36,-16.42,12,24.48,-0.13,-0.34,-0.19,-0.3,-0.23,-0.2,-0.3,-0.27,46.36
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,6,2010,3.15,3.15,2.88,-7.73,-22.22,-12.12,-18,-14.47,-11.52,-17.1,-15.26,12.12,22.8,-0.13,-0.36,-0.2,-0.29,-0.23,-0.19,-0.28,-0.25,47.05
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2001,2.88,3,2.94,-7.5,-22.66,-12.48,-17.28,-14.4,-12.24,-17.1,-15.5,11.4,24.24,-0.16,-0.47,-0.26,-0.36,-0.3,-0.25,-0.36,-0.32,61.9
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2001,3.06,2.97,2.85,-7.73,-22.22,-11.76,-17.28,-13.97,-11.52,-18.18,-15.98,11.4,23.04,-0.16,-0.46,-0.24,-0.36,-0.29,-0.24,-0.38,-0.33,77.8
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2002,2.91,2.88,2.91,-7.88,-22.22,-11.64,-18.9,-14.54,-11.64,-17.28,-15.42,11.64,24.72,-0.16,-0.46,-0.24,-0.39,-0.3,-0.24,-0.36,-0.32,68.65
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2002,3.09,3.03,3.12,-7.88,-22.22,-12.6,-17.46,-14.54,-11.88,-18,-15.98,11.4,25.2,-0.16,-0.46,-0.26,-0.36,-0.3,-0.25,-0.37,-0.33,59.18
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2003,2.91,2.91,2.88,-7.73,-21.34,-11.64,-18.36,-14.33,-11.64,-18.72,-16.38,12.6,24.24,-0.16,-0.44,-0.24,-0.38,-0.3,-0.24,-0.39,-0.34,66.12
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2003,3.06,3.06,3.06,-7.35,-21.78,-12.36,-18.72,-14.9,-11.4,-18.54,-16.18,11.76,24.96,-0.15,-0.45,-0.26,-0.39,-0.31,-0.24,-0.39,-0.34,54.54
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2004,2.85,3,2.85,-7.35,-22.44,-11.52,-18.18,-14.18,-11.88,-17.64,-15.74,12.6,23.04,-0.15,-0.47,-0.24,-0.38,-0.3,-0.25,-0.37,-0.33,75.97
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2004,3.12,3.15,3.12,-7.58,-20.9,-11.52,-17.82,-14.04,-12,-17.82,-15.9,12,24,-0.16,-0.43,-0.24,-0.37,-0.29,-0.25,-0.37,-0.33,62.85
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2005,3.09,3,3.03,-7.13,-21.78,-11.4,-17.46,-13.82,-12.48,-17.28,-15.7,12.36,24.24,-0.15,-0.45,-0.24,-0.36,-0.29,-0.26,-0.36,-0.33,65.31
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2005,2.97,3.15,3.12,-7.88,-23.1,-12.24,-18.54,-14.76,-12.6,-18,-16.22,12.24,25.2,-0.16,-0.48,-0.25,-0.39,-0.31,-0.26,-0.37,-0.34,67.48
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2006,3.12,3.03,2.94,-7.58,-22.66,-11.4,-18,-14.04,-12,-18.18,-16.14,12.36,24.96,-0.16,-0.47,-0.24,-0.37,-0.29,-0.25,-0.38,-0.34,67.83
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2006,3.09,3.09,2.88,-7.65,-22.44,-12.12,-18,-14.47,-11.76,-18.18,-16.06,11.64,23.76,-0.16,-0.47,-0.25,-0.37,-0.3,-0.24,-0.38,-0.33,60.81
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2007,2.91,3.09,2.94,-7.28,-21.34,-11.64,-18.18,-14.26,-12.48,-17.82,-16.06,11.4,23.52,-0.15,-0.44,-0.24,-0.38,-0.3,-0.26,-0.37,-0.33,61.47
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2007,2.97,3.06,3.12,-7.13,-21.78,-11.52,-17.64,-13.97,-11.4,-17.28,-15.34,12.24,24.72,-0.15,-0.45,-0.24,-0.37,-0.29,-0.24,-0.36,-0.32,69.57
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2008,2.94,2.88,2.91,-7.28,-22.22,-12.12,-18.72,-14.76,-11.76,-17.1,-15.34,11.52,23.04,-0.15,-0.46,-0.25,-0.39,-0.31,-0.24,-0.36,-0.32,52.33
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2008,2.97,3.09,2.91,-7.88,-22.66,-11.88,-17.82,-14.26,-12,-18.54,-16.38,12.24,23.04,-0.16,-0.47,-0.25,-0.37,-0.3,-0.25,-0.39,-0.34,55.89
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2009,3,3.06,3.15,-7.73,-22.22,-12.12,-17.28,-14.18,-11.52,-17.28,-15.38,12.6,24,-0.16,-0.46,-0.25,-0.36,-0.3,-0.24,-0.36,-0.32,51.83
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2009,2.85,2.85,2.94,-7.43,-22.88,-12.36,-17.28,-14.33,-12.6,-17.64,-15.98,11.52,24,-0.15,-0.48,-0.26,-0.36,-0.3,-0.26,-0.37,-0.33,57.17
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2010,3.03,3.03,2.97,-7.2,-21.78,-11.76,-17.46,-14.04,-12,-17.1,-15.42,12.24,23.76,-0.15,-0.45,-0.24,-0.36,-0.29,-0.25,-0.36,-0.32,66.07
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,7,2010,3.03,3.09,3.03,-7.13,-21.34,-11.88,-17.1,-13.97,-11.52,-17.1,-15.26,12.24,24,-0.15,-0.44,-0.25,-0.36,-0.29,-0.24,-0.36,-0.32,59.68
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2001,2.88,3.15,2.88,-7.2,-22.66,-11.88,-18.36,-14.47,-11.88,-17.82,-15.86,11.76,23.76,-0.54,-1.7,-0.89,-1.38,-1.09,-0.89,-1.34,-1.19,212.31
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2001,3.09,3.15,2.91,-7.28,-20.9,-12.12,-18.72,-14.76,-11.76,-18.72,-16.42,12.48,24.48,-0.55,-1.57,-0.91,-1.41,-1.11,-0.88,-1.41,-1.24,209.97
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2002,3.06,3.12,3.09,-7.5,-21.12,-12.12,-17.64,-14.33,-11.76,-18.54,-16.3,11.4,24.48,-0.56,-1.59,-0.91,-1.33,-1.08,-0.88,-1.39,-1.23,279.54
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2002,2.97,3,3.06,-7.58,-21.34,-12.36,-18.72,-14.9,-11.52,-17.64,-15.62,12.48,24,-0.57,-1.6,-0.93,-1.41,-1.12,-0.87,-1.33,-1.17,263.14
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2003,3.15,3.06,3.09,-7.2,-21.78,-11.4,-18.72,-14.33,-12.36,-18,-16.14,11.52,24.72,-0.54,-1.64,-0.86,-1.41,-1.08,-0.93,-1.35,-1.21,245.18
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2003,2.88,3.09,2.91,-7.88,-21.12,-11.76,-17.28,-13.97,-11.4,-17.82,-15.7,12.48,25.2,-0.59,-1.59,-0.88,-1.3,-1.05,-0.86,-1.34,-1.18,276.32
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2004,3.15,3.15,3.03,-7.5,-20.9,-11.4,-18.72,-14.33,-11.88,-18.54,-16.34,12.12,24.96,-0.56,-1.57,-0.86,-1.41,-1.08,-0.89,-1.39,-1.23,260.56
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2004,3.03,2.91,3.09,-7.5,-21.56,-11.64,-18.54,-14.4,-11.88,-18.36,-16.22,12,23.04,-0.56,-1.62,-0.88,-1.39,-1.08,-0.89,-1.38,-1.22,275.71
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2005,3.03,3.06,2.97,-7.58,-22,-12.12,-18,-14.47,-11.64,-18,-15.9,12.24,23.52,-0.57,-1.65,-0.91,-1.35,-1.09,-0.88,-1.35,-1.2,243.96
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2005,3.06,2.88,3,-7.8,-22.66,-11.76,-17.82,-14.18,-12.12,-18.18,-16.18,11.88,24.24,-0.59,-1.7,-0.88,-1.34,-1.07,-0.91,-1.37,-1.22,211.73
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2006,3.09,2.91,2.88,-7.65,-23.1,-12.24,-17.28,-14.26,-11.88,-18.72,-16.46,11.4,23.76,-0.58,-1.74,-0.92,-1.3,-1.07,-0.89,-1.41,-1.24,212.95
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2006,2.94,2.85,3.06,-7.88,-21.12,-12.12,-18.72,-14.76,-11.88,-18,-15.98,12.48,24.96,-0.59,-1.59,-0.91,-1.41,-1.11,-0.89,-1.35,-1.2,216.33
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2007,3.12,3.03,2.85,-7.13,-20.9,-12.36,-18,-14.62,-11.88,-18,-15.98,11.76,23.52,-0.54,-1.57,-0.93,-1.35,-1.1,-0.89,-1.35,-1.2,271.61
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2007,2.94,3.09,2.97,-7.35,-23.1,-11.76,-18.54,-14.47,-11.52,-17.82,-15.74,12.36,24,-0.55,-1.74,-0.88,-1.39,-1.09,-0.87,-1.34,-1.18,196.51
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2008,3.15,2.88,2.85,-7.35,-22.22,-11.76,-17.46,-14.04,-12.6,-18.9,-16.82,12.6,24.72,-0.55,-1.67,-0.88,-1.31,-1.06,-0.95,-1.42,-1.27,278.31
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2008,3.09,2.97,2.85,-7.65,-21.12,-12.12,-18.36,-14.62,-11.88,-18.18,-16.1,12.6,23.28,-0.58,-1.59,-0.91,-1.38,-1.1,-0.89,-1.37,-1.21,237.34
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2009,3.06,3.09,3.09,-7.28,-20.9,-12.6,-17.82,-14.69,-12.12,-17.1,-15.46,11.88,24.72,-0.55,-1.57,-0.95,-1.34,-1.1,-0.91,-1.29,-1.16,218.54
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2009,3,3.15,3.09,-7.2,-23.1,-11.4,-17.46,-13.82,-11.52,-18.9,-16.46,12.6,24.24,-0.54,-1.74,-0.86,-1.31,-1.04,-0.87,-1.42,-1.24,294.7
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2010,3.09,3.06,3.09,-7.13,-21.34,-12.24,-18.9,-14.9,-12.48,-18.54,-16.54,12.48,23.52,-0.54,-1.6,-0.92,-1.42,-1.12,-0.94,-1.39,-1.24,213.96
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,21,2010,2.85,2.94,2.85,-7.35,-22.44,-11.52,-17.28,-13.82,-11.88,-18,-15.98,12.24,23.52,-0.55,-1.69,-0.87,-1.3,-1.04,-0.89,-1.35,-1.2,276.42
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2001,3.12,2.88,3.06,-7.73,-22.22,-12.24,-18.18,-14.62,-12,-18.9,-16.62,11.4,23.52,-0.41,-1.19,-0.65,-0.97,-0.78,-0.64,-1.01,-0.89,184.8
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2001,3.09,3.15,3.15,-7.28,-22,-12.12,-17.64,-14.33,-11.52,-17.64,-15.62,11.64,25.2,-0.39,-1.18,-0.65,-0.94,-0.77,-0.62,-0.94,-0.83,141.93
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2002,3.12,2.94,3,-7.13,-21.78,-11.4,-18.54,-14.26,-11.64,-18,-15.9,11.4,23.76,-0.38,-1.16,-0.61,-0.99,-0.76,-0.62,-0.96,-0.85,166.57
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2002,3,3,3.06,-7.88,-22,-12.12,-17.64,-14.33,-12.24,-18.72,-16.58,11.76,24,-0.42,-1.18,-0.65,-0.94,-0.77,-0.65,-1,-0.89,163.07
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2003,2.91,2.97,3.03,-7.65,-21.56,-11.88,-18.9,-14.69,-12,-17.46,-15.66,12.12,23.76,-0.41,-1.15,-0.63,-1.01,-0.79,-0.64,-0.93,-0.84,140.6
Existing,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2003,3,3.06,3.09,-7.73,-21.12,-12.36,-18.9,-14.98,-12.36,-18.36,-16.38,12,24.72,-0.41,-1.13,-0.66,-1.01,-0.8,-0.66,-0.98,-0.88,154.08
Conventional,Sample watershed,SubArea,GWW_VFST_ROGZ,22,2004,3,3.06,2.88,-7.65,-21.56,-11.52,-17.28,-13.82,-12.48,-17.1,-15.58,11.76,23.76,-0.41,-1.15,-0.62,-0.92,-0.74,-0.67,-0.91,-0.83,198.13
